"","SMS","male","Age","donated","Roma_Inf"
"783","Greek Child",1,36,0,0
"784","Greek Rights",0,38,0,0
"785","Greek Child",1,48,0,0
"786","Roma Rights",1,41,0,0
"787","Neutral Rights",0,62,0,0
"788","Roma Rights",1,40,0,0
"789","Roma Child",0,35,0,0
"790","Neutral Child",1,96,0,0
"791","Greek Rights",0,42,0,0
"792","Neutral Child",1,70,0,0
"793","Greek Rights",0,32,0,0
"794","Roma Rights",1,37,0,0
"795","Greek Child",1,36,0,0
"796","Greek Rights",1,39,0,0
"797","Neutral Rights",1,33,0,0
"798","Greek Child",1,36,0,0
"799","Greek Child",0,33,0,0
"800","Greek Rights",1,35,0,0
"801","Roma Rights",1,29,0,0
"802","Roma Rights",0,28,0,0
"803","Roma Rights",0,38,0,0
"804","Greek Child",1,56,0,0
"805","Greek Child",0,35,0,0
"806","Greek Child",0,30,0,0
"807","Roma Rights",0,33,0,0
"808","Greek Child",0,33,0,0
"809","Greek Child",1,32,0,0
"810","Greek Rights",1,52,0,0
"811","Neutral Child",0,27,0,0
"812","Neutral Rights",0,28,0,0
"813","Greek Child",1,33,0,0
"814","Neutral Rights",1,31,0,0
"815","Roma Rights",0,34,0,0
"816","Neutral Child",0,37,0,0
"817","Neutral Rights",1,34,0,0
"818","Neutral Rights",0,43,0,0
"819","Roma Child",1,34,0,0
"820","Roma Rights",1,23,0,0
"821","Roma Rights",1,34,0,0
"822","Roma Rights",1,48,0,0
"823","Greek Rights",0,40,0,0
"824","Neutral Child",0,36,0,0
"825","Roma Rights",1,96,0,0
"826","Roma Rights",1,31,0,0
"827","Neutral Rights",1,45,0,0
"828","Roma Rights",0,46,0,0
"829","Roma Rights",0,44,0,0
"830","Neutral Child",1,42,0,0
"831","Roma Child",0,31,0,0
"832","Roma Child",0,42,0,0
"833","Roma Child",1,38,0,0
"834","Roma Rights",1,35,0,0
"835","Neutral Rights",0,34,0,0
"836","Neutral Child",1,28,0,0
"837","Neutral Child",1,33,0,0
"838","Roma Child",0,30,0,0
"839","Roma Child",1,43,0,0
"840","Neutral Rights",0,38,0,0
"841","Neutral Rights",1,39,0,0
"842","Greek Child",1,37,0,0
"843","Greek Rights",1,41,0,0
"844","Roma Child",1,31,0,0
"845","Greek Child",1,34,0,0
"846","Neutral Child",0,32,0,0
"847","Neutral Rights",0,43,0,0
"848","Neutral Rights",0,96,0,0
"849","Greek Rights",0,96,0,0
"850","Neutral Child",1,35,0,0
"851","Greek Rights",0,40,0,0
"852","Neutral Child",1,34,0,0
"853","Neutral Child",0,28,0,0
"854","Roma Child",1,50,0,0
"855","Roma Child",0,38,0,0
"856","Roma Rights",1,35,0,0
"857","Greek Rights",1,41,0,0
"858","Neutral Rights",1,34,0,0
"859","Roma Rights",1,34,0,0
"860","Greek Rights",0,33,0,0
"861","Neutral Child",1,52,0,0
"862","Greek Rights",1,96,0,0
"863","Neutral Child",0,36,0,0
"864","Roma Child",0,33,0,0
"865","Neutral Rights",1,34,0,0
"866","Greek Child",1,31,0,0
"867","Neutral Rights",1,35,0,0
"868","Roma Rights",1,35,0,0
"869","Greek Child",1,34,0,0
"870","Greek Child",1,44,0,0
"871","Greek Rights",0,35,1,0
"872","Roma Rights",0,49,0,0
"873","Greek Child",0,34,0,0
"874","Roma Rights",0,33,0,0
"875","Roma Child",0,37,0,0
"876","Neutral Child",1,32,0,0
"877","Roma Rights",1,43,0,0
"878","Roma Child",0,34,0,0
"879","Neutral Child",1,24,0,0
"880","Neutral Rights",1,96,0,0
"881","Neutral Child",0,45,0,0
"882","Greek Rights",0,33,0,0
"883","Roma Rights",0,28,0,0
"884","Greek Child",0,35,0,0
"885","Roma Child",1,30,0,0
"886","Greek Rights",1,42,0,0
"887","Greek Rights",1,34,0,0
"888","Neutral Rights",1,29,0,0
"889","Greek Rights",0,32,0,0
"890","Roma Child",0,35,0,0
"891","Roma Rights",1,31,0,0
"892","Greek Child",1,37,0,0
"893","Greek Rights",0,96,0,0
"894","Roma Rights",1,51,0,0
"895","Greek Child",0,54,0,0
"896","Roma Child",0,116,0,0
"897","Greek Child",1,30,0,0
"898","Neutral Child",1,42,0,0
"899","Greek Child",1,39,0,0
"900","Roma Child",1,38,0,0
"901","Greek Child",0,35,0,0
"902","Roma Child",1,43,0,0
"903","Roma Rights",1,45,0,0
"904","Greek Child",1,43,0,0
"905","Roma Rights",1,34,0,0
"906","Roma Rights",0,34,0,0
"907","Neutral Child",1,32,0,0
"908","Greek Rights",1,35,0,0
"909","Roma Child",1,32,0,0
"910","Neutral Rights",1,55,0,0
"911","Roma Child",1,26,0,0
"912","Neutral Child",1,31,0,0
"913","Greek Child",1,38,0,0
"914","Greek Rights",1,39,0,0
"915","Roma Rights",1,30,0,0
"916","Greek Child",1,40,0,0
"917","Neutral Child",1,32,0,0
"918","Roma Rights",0,46,0,0
"919","Roma Child",1,41,0,0
"920","Roma Rights",1,39,0,0
"921","Neutral Child",1,30,0,0
"922","Neutral Rights",1,73,0,0
"923","Greek Rights",1,32,0,0
"924","Roma Rights",0,37,0,0
"925","Neutral Child",0,34,0,0
"926","Roma Rights",1,38,0,0
"927","Roma Rights",1,37,0,0
"928","Roma Child",1,39,0,0
"929","Greek Rights",0,43,0,0
"930","Neutral Child",1,31,0,0
"931","Roma Rights",1,31,0,0
"932","Neutral Child",1,29,0,0
"933","Roma Child",0,36,0,0
"934","Greek Rights",0,37,0,0
"935","Neutral Child",1,46,0,0
"936","Neutral Rights",0,35,0,0
"937","Roma Rights",0,41,0,0
"938","Neutral Child",1,39,0,0
"939","Neutral Child",0,47,0,0
"940","Roma Rights",1,40,0,0
"941","Neutral Rights",1,34,0,0
"942","Greek Rights",1,28,0,0
"943","Greek Child",1,51,0,0
"944","Greek Rights",1,37,0,0
"945","Roma Child",0,39,0,0
"946","Greek Child",0,30,0,0
"947","Roma Rights",0,29,0,0
"948","Neutral Child",0,59,0,0
"949","Neutral Child",1,46,0,0
"950","Neutral Child",1,47,0,0
"951","Roma Rights",1,61,0,0
"952","Roma Child",1,38,0,0
"953","Greek Rights",0,38,0,0
"954","Neutral Child",1,38,0,0
"955","Greek Child",1,43,0,0
"956","Neutral Child",0,30,0,0
"957","Neutral Child",0,32,0,0
"958","Roma Child",0,41,0,0
"959","Neutral Rights",1,44,0,0
"960","Neutral Child",1,36,0,0
"961","Greek Child",0,38,0,0
"962","Roma Rights",0,40,0,0
"963","Roma Child",0,34,0,0
"964","Greek Child",1,32,0,0
"965","Roma Rights",1,31,0,0
"966","Greek Rights",1,29,0,0
"967","Roma Child",0,40,0,0
"968","Greek Child",0,31,0,0
"969","Greek Rights",1,31,0,0
"970","Greek Child",0,88,0,0
"971","Neutral Child",0,33,0,0
"972","Roma Rights",1,37,0,0
"973","Roma Child",1,40,0,0
"974","Greek Rights",1,37,0,0
"975","Roma Rights",1,41,0,0
"976","Neutral Child",1,41,0,0
"977","Neutral Child",0,38,0,0
"978","Neutral Child",0,37,0,0
"979","Neutral Child",0,32,0,0
"980","Neutral Rights",1,33,0,0
"981","Greek Rights",0,30,0,0
"982","Greek Rights",0,40,0,0
"983","Roma Rights",0,36,0,0
"984","Greek Rights",1,58,0,0
"985","Greek Rights",0,38,0,0
"986","Neutral Rights",0,32,0,0
"987","Roma Child",0,30,0,0
"988","Greek Rights",1,30,0,0
"989","Neutral Child",1,43,0,0
"990","Greek Rights",0,41,0,0
"991","Neutral Child",1,30,0,0
"992","Greek Rights",1,36,0,0
"993","Neutral Child",1,37,0,0
"994","Roma Child",1,50,0,0
"995","Neutral Child",1,39,0,0
"996","Roma Rights",0,32,0,0
"997","Greek Rights",1,35,0,0
"998","Roma Rights",1,33,0,0
"999","Roma Child",0,33,0,0
"1000","Roma Rights",1,30,0,0
"1001","Greek Child",1,46,0,0
"1002","Roma Child",1,39,0,0
"1003","Roma Rights",1,43,0,0
"1004","Roma Child",1,32,0,0
"1005","Roma Rights",1,31,0,0
"1006","Greek Child",0,67,0,0
"1007","Greek Child",0,31,0,0
"1008","Greek Rights",0,42,0,0
"1009","Greek Child",0,38,0,0
"1010","Neutral Rights",0,26,0,0
"1011","Neutral Child",1,31,0,0
"1012","Greek Child",1,27,0,0
"1013","Greek Child",0,37,0,0
"1014","Roma Child",1,35,0,0
"1015","Greek Child",0,56,0,0
"1016","Roma Child",1,48,0,0
"1017","Neutral Child",1,51,0,0
"1018","Neutral Child",0,42,0,0
"1019","Roma Rights",1,41,0,0
"1020","Greek Rights",1,35,0,0
"1021","Greek Child",1,42,0,0
"1022","Neutral Child",1,33,0,0
"1023","Roma Rights",0,36,0,0
"1024","Greek Child",0,31,0,0
"1025","Greek Child",0,35,0,0
"1026","Roma Rights",1,66,0,0
"1027","Greek Child",1,35,0,0
"1028","Greek Rights",0,47,0,0
"1029","Roma Rights",0,38,0,0
"1030","Greek Rights",0,37,0,0
"1031","Neutral Rights",0,33,0,0
"1032","Greek Rights",1,31,0,0
"1033","Greek Rights",1,39,0,0
"1034","Greek Child",0,58,0,0
"1035","Greek Child",1,29,0,0
"1036","Greek Rights",0,30,0,0
"1037","Neutral Rights",0,50,0,0
"1038","Neutral Rights",0,34,0,0
"1039","Greek Rights",0,37,0,0
"1040","Roma Rights",0,33,0,0
"1041","Roma Rights",1,36,0,0
"1042","Roma Rights",1,34,0,0
"1043","Greek Rights",0,37,0,0
"1044","Greek Rights",0,41,0,0
"1045","Roma Rights",1,34,0,0
"1046","Roma Rights",0,34,0,0
"1047","Neutral Rights",1,41,0,0
"1048","Roma Rights",1,33,0,0
"1049","Roma Rights",1,40,0,0
"1050","Greek Rights",1,30,0,0
"1051","Roma Child",1,47,0,0
"1052","Roma Rights",1,37,0,0
"1053","Roma Child",0,39,0,0
"1054","Greek Child",1,36,0,0
"1055","Greek Rights",1,44,0,0
"1056","Greek Child",1,28,0,0
"1057","Roma Child",0,32,0,0
"1058","Roma Child",1,59,0,0
"1059","Greek Child",1,34,0,0
"1060","Roma Child",1,29,0,0
"1061","Roma Rights",1,41,0,0
"1062","Greek Rights",1,42,0,0
"1063","Neutral Child",1,44,0,0
"1064","Roma Rights",0,37,0,0
"1065","Roma Rights",1,36,0,0
"1066","Neutral Child",0,48,0,0
"1067","Neutral Child",1,34,0,0
"1068","Neutral Child",1,32,0,0
"1069","Neutral Child",1,42,0,0
"1070","Neutral Child",1,36,0,0
"1071","Roma Rights",1,23,0,0
"1072","Greek Child",1,31,0,0
"1073","Neutral Rights",1,37,0,0
"1074","Neutral Child",0,39,0,0
"1075","Neutral Child",1,41,0,0
"1076","Greek Rights",0,38,0,0
"1077","Greek Rights",1,36,0,0
"1078","Greek Child",1,37,0,0
"1079","Roma Child",1,49,0,0
"1080","Neutral Rights",0,51,0,0
"1081","Greek Child",0,36,0,0
"1082","Roma Child",1,30,0,0
"1083","Greek Rights",1,35,0,0
"1084","Greek Child",1,52,0,0
"1085","Roma Rights",1,53,0,0
"1086","Roma Rights",1,29,0,0
"1087","Neutral Rights",1,34,0,0
"1088","Greek Child",1,34,0,0
"1089","Neutral Child",1,38,0,0
"1090","Greek Rights",0,42,0,0
"1091","Greek Child",0,33,0,0
"1092","Greek Rights",1,29,0,0
"1093","Greek Child",1,38,0,0
"1094","Neutral Rights",0,44,0,0
"1095","Greek Rights",0,37,0,0
"1096","Neutral Rights",1,34,0,0
"1097","Roma Rights",0,39,0,0
"1098","Roma Rights",1,55,0,0
"1099","Roma Rights",1,56,0,0
"1100","Neutral Child",1,23,0,0
"1101","Roma Rights",1,37,0,0
"1102","Neutral Child",1,36,0,0
"1103","Neutral Rights",0,26,0,0
"1104","Greek Rights",1,35,0,0
"1105","Roma Rights",1,34,0,0
"1106","Greek Rights",1,33,0,0
"1107","Neutral Rights",1,33,0,0
"1108","Roma Rights",1,41,0,0
"1109","Greek Child",1,32,0,0
"1110","Roma Rights",1,30,0,0
"1111","Roma Child",1,41,0,0
"1112","Neutral Child",1,38,0,0
"1113","Greek Rights",0,34,0,0
"1114","Roma Rights",0,30,0,0
"1115","Roma Child",1,35,0,0
"1116","Neutral Child",1,31,0,0
"1117","Neutral Child",1,51,0,0
"1118","Roma Child",1,31,0,0
"1119","Roma Child",1,55,0,0
"1120","Greek Child",1,46,0,0
"1121","Greek Rights",0,39,0,0
"1122","Greek Rights",0,32,0,0
"1123","Roma Rights",1,44,0,0
"1124","Greek Rights",1,47,0,0
"1125","Neutral Rights",1,36,0,0
"1126","Greek Child",0,32,0,0
"1127","Neutral Child",1,42,0,0
"1128","Greek Child",1,31,0,0
"1129","Neutral Child",1,39,0,0
"1130","Roma Child",0,38,0,0
"1131","Roma Rights",1,63,0,0
"1132","Neutral Rights",1,36,0,0
"1133","Greek Child",1,40,0,0
"1134","Neutral Child",1,46,0,0
"1135","Neutral Rights",1,44,0,0
"1136","Neutral Child",1,40,0,0
"1137","Greek Child",1,38,0,0
"1138","Neutral Child",1,59,0,0
"1139","Roma Child",1,31,0,0
"1140","Greek Child",0,39,0,0
"1141","Roma Rights",0,36,0,0
"1142","Neutral Rights",1,28,0,0
"1143","Neutral Rights",1,29,0,0
"1144","Roma Child",0,35,0,0
"1145","Greek Child",1,31,0,0
"1146","Neutral Child",0,46,0,0
"1147","Neutral Child",0,36,0,0
"1148","Roma Child",1,54,0,0
"1149","Greek Rights",1,44,0,0
"1150","Roma Rights",1,33,0,0
"1151","Roma Rights",1,33,0,0
"1152","Roma Child",0,40,0,0
"1153","Roma Rights",1,26,0,0
"1154","Greek Child",1,38,0,0
"1155","Neutral Child",1,31,0,0
"1156","Roma Child",1,31,0,0
"1157","Neutral Rights",1,41,0,0
"1158","Neutral Rights",0,42,0,0
"1159","Greek Child",0,33,0,0
"1160","Roma Child",0,33,0,0
"1161","Neutral Child",1,27,0,0
"1162","Roma Child",1,36,0,0
"1163","Greek Rights",1,50,0,0
"1164","Greek Rights",0,38,0,0
"1165","Greek Child",0,39,0,0
"1166","Roma Rights",1,35,0,0
"1167","Roma Child",1,39,0,0
"1168","Neutral Child",0,33,0,0
"1169","Roma Child",1,49,0,0
"1170","Greek Rights",1,35,0,0
"1171","Neutral Rights",1,40,0,0
"1172","Neutral Child",0,36,0,0
"1173","Greek Rights",0,48,0,0
"1174","Neutral Child",0,31,0,0
"1175","Roma Rights",1,34,0,0
"1176","Neutral Rights",1,34,0,0
"1177","Neutral Child",1,32,0,0
"1178","Neutral Rights",1,54,0,0
"1179","Roma Child",1,34,0,0
"1180","Greek Rights",0,30,0,0
"1181","Greek Rights",1,47,0,0
"1182","Roma Rights",1,36,0,0
"1183","Roma Child",1,29,0,0
"1184","Neutral Child",1,45,0,0
"1185","Greek Child",0,56,0,0
"1186","Greek Rights",1,35,0,0
"1187","Roma Rights",0,34,0,0
"1188","Roma Rights",1,86,0,0
"1189","Neutral Rights",0,35,0,0
"1190","Greek Child",1,35,0,0
"1191","Roma Child",1,69,0,0
"1192","Greek Child",1,42,0,0
"1193","Greek Rights",1,38,0,0
"1194","Greek Rights",1,32,0,0
"1195","Neutral Child",1,23,0,0
"1196","Neutral Child",0,53,0,0
"1197","Neutral Child",1,34,0,0
"1198","Neutral Child",1,40,0,0
"1199","Neutral Rights",1,37,1,0
"1200","Neutral Child",0,29,0,0
"1201","Roma Rights",0,36,0,0
"1202","Roma Rights",0,39,0,0
"1203","Roma Rights",1,32,0,0
"1204","Roma Child",1,39,0,0
"1205","Roma Child",1,29,0,0
"1206","Roma Child",0,33,0,0
"1207","Neutral Child",1,40,0,0
"1208","Neutral Rights",0,43,0,0
"1209","Greek Rights",0,41,0,0
"1210","Roma Rights",1,52,0,0
"1211","Roma Rights",0,31,0,0
"1212","Neutral Rights",0,30,0,0
"1213","Roma Rights",0,33,0,0
"1214","Greek Child",1,31,0,0
"1215","Roma Rights",1,23,0,0
"1216","Greek Rights",1,32,0,0
"1217","Roma Rights",0,44,0,0
"1218","Greek Child",1,95,0,0
"1219","Roma Child",1,40,0,0
"1220","Neutral Child",1,36,0,0
"1221","Neutral Rights",0,32,0,0
"1222","Roma Child",1,34,0,0
"1223","Greek Rights",1,39,0,0
"1224","Greek Child",0,37,0,0
"1225","Greek Rights",0,31,0,0
"1226","Roma Rights",0,32,0,0
"1227","Neutral Child",0,30,0,0
"1228","Roma Rights",1,33,0,0
"1229","Roma Rights",1,91,0,0
"1230","Greek Child",0,33,0,0
"1231","Roma Rights",1,33,0,0
"1232","Neutral Rights",1,32,0,0
"1233","Roma Child",1,33,0,0
"1234","Greek Child",1,58,0,0
"1235","Greek Rights",1,44,0,0
"1236","Neutral Child",1,116,0,0
"1237","Roma Rights",1,48,0,0
"1238","Greek Rights",0,35,0,0
"1239","Greek Rights",0,37,0,0
"1240","Greek Rights",1,35,0,0
"1241","Roma Child",1,35,0,0
"1242","Neutral Rights",1,35,0,0
"1243","Roma Child",1,44,0,0
"1244","Roma Rights",1,50,0,0
"1245","Greek Rights",1,30,0,0
"1246","Roma Child",1,45,0,0
"1247","Roma Child",0,31,0,0
"1248","Roma Child",1,26,0,0
"1249","Roma Rights",1,30,0,0
"1250","Neutral Rights",1,31,0,0
"1251","Greek Child",1,29,0,0
"1252","Roma Rights",1,28,0,0
"1253","Neutral Rights",1,37,0,0
"1254","Greek Child",1,36,0,0
"1255","Roma Rights",1,32,0,0
"1256","Roma Child",1,37,0,0
"1257","Greek Child",0,37,0,0
"1258","Neutral Rights",1,44,0,0
"1259","Greek Child",1,33,0,0
"1260","Greek Rights",1,43,0,0
"1261","Neutral Rights",0,38,0,0
"1262","Greek Rights",1,31,0,0
"1263","Roma Rights",0,41,0,0
"1264","Roma Child",0,36,0,0
"1265","Roma Child",0,35,0,0
"1266","Roma Rights",0,37,0,0
"1267","Greek Child",1,33,0,0
"1268","Neutral Rights",1,23,0,0
"1269","Neutral Child",1,42,0,0
"1270","Roma Rights",0,36,0,0
"1271","Greek Child",0,57,0,0
"1272","Greek Child",0,42,0,0
"1273","Roma Rights",1,41,0,0
"1274","Greek Child",0,30,0,0
"1275","Roma Rights",0,52,0,0
"1276","Roma Rights",1,46,0,0
"1277","Roma Rights",1,34,0,0
"1278","Neutral Child",1,40,0,0
"1279","Greek Child",1,28,0,0
"1280","Roma Rights",1,37,0,0
"1281","Neutral Child",1,31,0,0
"1282","Roma Child",1,35,0,0
"1283","Roma Rights",1,44,0,0
"1284","Neutral Rights",1,31,0,0
"1285","Neutral Child",0,34,0,0
"1286","Roma Child",1,36,0,0
"1287","Roma Rights",1,66,0,0
"1288","Neutral Rights",0,34,0,0
"1289","Neutral Rights",1,41,0,0
"1290","Neutral Child",1,38,0,0
"1291","Neutral Rights",1,41,0,0
"1292","Greek Child",1,38,0,0
"1293","Greek Rights",0,44,0,0
"1294","Greek Rights",1,45,0,0
"1295","Greek Rights",1,96,0,0
"1296","Greek Rights",0,38,0,0
"1297","Roma Rights",1,32,0,0
"1298","Greek Rights",0,49,0,0
"1299","Greek Child",1,36,0,0
"1300","Roma Child",0,45,0,0
"1301","Neutral Child",1,48,0,0
"1302","Greek Rights",0,39,0,0
"1303","Neutral Rights",1,37,0,0
"1304","Roma Child",0,41,0,0
"1305","Greek Rights",1,42,0,0
"1306","Roma Rights",0,36,0,0
"1307","Greek Rights",0,34,0,0
"1308","Neutral Child",1,65,0,0
"1309","Greek Rights",0,38,0,0
"1310","Roma Child",1,38,0,0
"1311","Greek Child",0,51,0,0
"1312","Roma Child",0,34,0,0
"1313","Roma Rights",0,38,0,0
"1314","Roma Child",1,47,0,0
"1315","Roma Rights",1,73,0,0
"1316","Roma Rights",1,50,0,0
"1317","Roma Child",1,32,0,0
"1318","Roma Rights",0,72,0,0
"1319","Greek Child",0,34,0,0
"1320","Roma Child",1,37,0,0
"1321","Greek Rights",1,48,0,0
"1322","Roma Rights",1,57,0,0
"1323","Roma Child",0,35,0,0
"1324","Roma Child",0,35,0,0
"1325","Neutral Rights",1,50,0,0
"1326","Roma Rights",1,44,0,0
"1327","Greek Rights",0,33,0,0
"1328","Greek Rights",0,47,0,0
"1329","Greek Child",0,51,0,0
"1330","Greek Rights",1,54,0,0
"1331","Neutral Child",1,45,0,0
"1332","Roma Child",1,56,0,0
"1333","Roma Rights",1,41,0,0
"1334","Roma Rights",1,51,0,0
"1335","Greek Child",1,36,0,0
"1336","Greek Child",1,33,0,0
"1337","Neutral Rights",0,31,0,0
"1338","Greek Child",0,31,0,0
"1339","Roma Rights",1,41,0,0
"1340","Greek Child",1,33,0,0
"1341","Greek Child",1,42,0,0
"1342","Roma Rights",1,48,0,0
"1343","Greek Rights",0,51,0,0
"1344","Roma Child",1,33,0,0
"1345","Neutral Child",0,31,0,0
"1346","Neutral Rights",1,36,0,0
"1347","Greek Child",1,48,0,0
"1348","Greek Child",0,34,0,0
"1349","Roma Child",1,49,0,0
"1350","Neutral Rights",1,41,0,0
"1351","Greek Rights",0,23,0,0
"1352","Roma Child",0,45,0,0
"1353","Neutral Child",0,33,0,0
"1354","Greek Rights",1,64,0,0
"1355","Roma Rights",0,36,0,0
"1356","Greek Rights",0,71,0,0
"1357","Greek Rights",0,64,0,0
"1358","Neutral Child",1,35,0,0
"1359","Roma Rights",1,40,0,0
"1360","Greek Child",0,44,0,0
"1361","Greek Rights",1,46,0,0
"1362","Greek Rights",0,31,0,0
"1363","Greek Rights",1,56,0,0
"1364","Roma Rights",0,34,0,0
"1365","Roma Rights",0,30,0,0
"1366","Greek Child",0,29,0,0
"1367","Roma Child",0,42,0,0
"1368","Roma Rights",1,45,0,0
"1369","Greek Child",1,48,0,0
"1370","Greek Child",1,46,0,0
"1371","Roma Rights",1,62,0,0
"1372","Greek Child",0,54,0,0
"1373","Roma Rights",1,40,0,0
"1374","Neutral Child",1,41,0,0
"1375","Greek Rights",1,40,0,0
"1376","Greek Rights",1,39,0,0
"1377","Neutral Child",0,44,0,0
"1378","Neutral Rights",1,43,0,0
"1379","Roma Rights",0,50,0,0
"1380","Greek Child",1,37,0,0
"1381","Greek Rights",0,30,0,0
"1382","Roma Child",0,58,0,0
"1383","Roma Rights",1,30,0,0
"1384","Greek Rights",1,57,0,0
"1385","Roma Child",1,40,0,0
"1386","Neutral Child",0,38,0,0
"1387","Neutral Child",1,46,0,0
"1388","Neutral Child",0,37,0,0
"1389","Neutral Child",0,40,0,0
"1390","Neutral Rights",0,66,0,0
"1391","Neutral Rights",0,56,0,0
"1392","Greek Rights",0,38,0,0
"1393","Roma Rights",0,38,0,0
"1394","Roma Rights",1,86,0,0
"1395","Roma Rights",1,54,0,0
"1396","Neutral Rights",0,48,0,0
"1397","Greek Rights",0,44,0,0
"1398","Greek Child",0,33,0,0
"1399","Neutral Rights",1,35,0,0
"1400","Roma Child",0,39,0,0
"1401","Roma Rights",0,38,0,0
"1402","Greek Rights",1,44,0,0
"1403","Greek Rights",1,48,0,0
"1404","Neutral Child",0,42,0,0
"1405","Roma Child",0,74,0,0
"1406","Greek Child",1,40,0,0
"1407","Roma Rights",0,34,0,0
"1408","Greek Rights",1,45,0,0
"1409","Roma Child",1,87,0,0
"1410","Greek Rights",0,43,0,0
"1411","Greek Child",1,30,0,0
"1412","Greek Rights",1,45,0,0
"1413","Roma Child",1,42,0,0
"1414","Roma Child",1,56,0,0
"1415","Greek Child",1,50,0,0
"1416","Neutral Rights",1,42,0,0
"1417","Neutral Rights",1,29,0,0
"1418","Greek Child",0,39,0,0
"1419","Roma Child",0,36,0,0
"1420","Greek Child",1,37,0,0
"1421","Neutral Child",0,44,0,0
"1422","Greek Child",1,42,0,0
"1423","Roma Child",0,41,0,0
"1424","Neutral Rights",0,44,0,0
"1425","Neutral Child",0,41,0,0
"1426","Roma Rights",0,39,0,0
"1427","Greek Child",0,41,0,0
"1428","Greek Rights",0,58,0,0
"1429","Greek Rights",1,53,0,0
"1430","Neutral Rights",1,35,0,0
"1431","Neutral Child",1,54,0,0
"1432","Neutral Rights",1,44,0,0
"1433","Roma Child",0,40,0,0
"1434","Greek Rights",0,38,0,0
"1435","Roma Rights",1,39,0,0
"1436","Greek Rights",1,51,0,0
"1437","Greek Rights",1,42,0,0
"1438","Neutral Child",0,40,0,0
"1439","Roma Rights",0,31,0,0
"1440","Roma Rights",1,37,0,0
"1441","Roma Child",1,56,0,0
"1442","Roma Rights",1,44,0,0
"1443","Roma Rights",0,40,0,0
"1444","Greek Child",0,46,0,0
"1445","Roma Child",0,40,0,0
"1446","Greek Rights",1,56,0,0
"1447","Greek Rights",1,39,0,0
"1448","Roma Rights",0,56,0,0
"1449","Neutral Rights",1,42,0,0
"1450","Neutral Rights",1,96,0,0
"1451","Neutral Rights",1,43,0,0
"1452","Roma Rights",1,42,0,0
"1453","Roma Child",0,45,0,0
"1454","Roma Rights",1,37,0,0
"1455","Greek Rights",0,57,0,0
"1456","Neutral Child",0,44,0,0
