"election_id","country","year","party_name","vote_share","seats","seats_total","left_right","state_market","liberty_authority","halfdecade","party_family"
174,"Denmark",2007,"Social Democrats",25.5,45,179,3.8011,3.5292,4.2722,"(2004,2009]","Social democracy"
174,"Denmark",2007,"Socialist Peoples Party",13,23,179,2.1347,2.1035,2.1476,"(2004,2009]","Green/Ecologist"
174,"Denmark",2007,"Community of the People",NA,1,179,1.3,1.4,3,"(2004,2009]","Communist/Socialist"
174,"Denmark",2007,"Union Party (Faroe Islands)",NA,1,179,7.4,6.4,7,"(2004,2009]","Conservative"
174,"Denmark",2007,"Republic (Faroe Islands)",NA,1,179,1.3,1.4,3,"(2004,2009]","Communist/Socialist"
175,"Sweden",1982,"Christian Democrats",1.8,0,349,7.195,6.7938,7.9997,"(1979,1984]","Christian democracy"
175,"Sweden",1982,"Moderate Party",23.6,86,349,7.8907,8.4089,5.6977,"(1979,1984]","Conservative"
175,"Sweden",1982,"Left Party (Communists)",5.5,20,349,1.5464,1.4121,2.4562,"(1979,1984]","Communist/Socialist"
175,"Sweden",1982,"People's Party",5.9,21,349,6.2906,7.3062,2.8515,"(1979,1984]","Liberal"
175,"Sweden",1982,"Social Democrats",45.6,166,349,3.4447,3.5655,4.4407,"(1979,1984]","Social democracy"
175,"Sweden",1982,"Greens",1.7,0,349,3.3789,3.3866,2.5198,"(1979,1984]","Green/Ecologist"
175,"Sweden",1982,"Centre Party",15.5,56,349,5.8084,5.9903,6.0583,"(1979,1984]","Agrarian"
176,"Switzerland",1971,"Radical Democratic Party",21.8,49,200,6.3249,8.0105,3.4159,"(1969,1974]","Liberal"
176,"Switzerland",1971,"Social Democratic Party of Switzerland",22.9,46,200,1.8319,1.7579,1.2281,"(1969,1974]","Social democracy"
176,"Switzerland",1971,"Liberal Party of Switzerland",2.2,6,200,7.2961,8.477,4.2441,"(1969,1974]","Liberal"
176,"Switzerland",1971,"Catholic Conservative / Christian Democratic Peoples Party",20.3,44,200,4.7288,5.6421,7.1414,"(1969,1974]","Christian democracy"
176,"Switzerland",1971,"Republican Movement",4.3,7,200,8.8,5.9,8.5,"(1969,1974]","Right-wing"
176,"Switzerland",1971,"Protestant Peoples Party",2.1,3,200,4.9248,4.4498,7.5812,"(1969,1974]","Christian democracy"
176,"Switzerland",1971,"National Action -- Swiss Democrats",3.2,4,200,9.4247,6.2573,9.0409,"(1969,1974]","Right-wing"
176,"Switzerland",1971,"Swiss People's Party",11.1,23,200,7.3575,8.9684,8.3385,"(1969,1974]","Agrarian"
176,"Switzerland",1971,"Christian Social Party",0.3,0,200,6.2,5.7,7.2,"(1969,1974]","Christian democracy"
176,"Switzerland",1971,"Swiss Party of Labour",2.6,5,200,0.5263,0.5835,1.6148,"(1969,1974]","Communist/Socialist"
176,"Switzerland",1971,"Independents Alliance",7.6,13,200,3.3,3.5,3.5,"(1969,1974]","Social democracy"
177,"Netherlands",1999,"Christian Democratic Appeal",26.94,9,31,5.9376,5.8848,6.6882,"(1994,1999]","Christian democracy"
177,"Netherlands",1999,"Democrats 66",5.8,2,31,4.5066,4.9917,1.7625,"(1994,1999]","Liberal"
177,"Netherlands",1999,"Socialist Party",5.04,1,31,1.3682,1.0421,4.2099,"(1994,1999]","Communist/Socialist"
177,"Netherlands",1999,"Labour Party",20.11,6,31,3.6118,3.868,3.2028,"(1994,1999]","Social democracy"
177,"Netherlands",1999,"GreenLeft",11.85,4,31,2.0454,2.1108,1.644,"(1994,1999]","Green/Ecologist"
177,"Netherlands",1999,"People's Party for Freedom and Democracy",19.69,6,31,7.3482,7.8979,4.3887,"(1994,1999]","Liberal"
177,"Netherlands",1999,"Reformatory Political Federation / Reformed Political League / Political Reformed Party",8.7,3,31,7.4,6.4,7,"(1994,1999]","Conservative"
177,"Netherlands",1999,"no seat",0.66,0,31,NA,NA,NA,"(1994,1999]",NA
178,"Iceland",2003,"Left-Green Movement",8.8,5,63,1.1842,1.4474,1.6667,"(1999,2004]","Green/Ecologist"
178,"Iceland",2003,"Liberal Party",7.4,4,63,6.2201,5.5981,3,"(1999,2004]","Liberal"
178,"Iceland",2003,"Social Democratic Alliance",31,20,63,4.0789,4.2982,1.0088,"(1999,2004]","Social democracy"
178,"Iceland",2003,"Independence Party",33.7,22,63,7.4854,7.6316,4.0351,"(1999,2004]","Conservative"
178,"Iceland",2003,"Progressive Party",17.7,12,63,5.0365,5.6579,3.8596,"(1999,2004]","Agrarian"
178,"Iceland",2003,"no seat",0.98,0,63,NA,NA,NA,"(1999,2004]",NA
179,"Denmark",1981,"Left Socialists",2.6,5,179,0.8,1.4,3,"(1979,1984]","Communist/Socialist"
179,"Denmark",1981,"Danish Social Liberal Party",5.1,9,179,4.8736,5.318,2.3903,"(1979,1984]","Liberal"
179,"Denmark",1981,"Conservatives",14.5,26,179,7.2186,7.2931,6.5055,"(1979,1984]","Conservative"
179,"Denmark",1981,"Progress Party",8.9,16,179,9.0259,8.8396,6.6509,"(1979,1984]","Liberal"
179,"Denmark",1981,"Communist Party of Denmark",1.1,0,179,1,1.4,3,"(1979,1984]","Communist/Socialist"
179,"Denmark",1981,"Centre Democrats",8.3,15,179,5.5609,4.8029,4.9307,"(1979,1984]","Conservative"
179,"Denmark",1981,"Christian People's Party",2.3,4,179,5.6982,5.0887,7.0474,"(1979,1984]","Christian democracy"
179,"Denmark",1981,"Liberal Party",11.3,20,179,7.292,7.3696,4.9957,"(1979,1984]","Liberal"
179,"Denmark",1981,"Justice Party",1.4,0,179,6,6.7,3.5,"(1979,1984]","Liberal"
179,"Denmark",1981,"Social Democrats",32.9,59,179,3.8011,3.5292,4.2722,"(1979,1984]","Social democracy"
179,"Denmark",1981,"Greenland and Faroe Islands",NA,4,179,NA,NA,NA,"(1979,1984]",NA
179,"Denmark",1981,"Socialist Peoples Party",11.3,21,179,2.1347,2.1035,2.1476,"(1979,1984]","Green/Ecologist"
181,"Finland",2009,"Centre Party",19,3,13,5.8027,4.9349,7.2203,"(2004,2009]","Agrarian"
181,"Finland",2009,"Finnish Party | True Finns",9.8,1,13,6.6331,4.8745,7.999,"(2004,2009]","Agrarian"
181,"Finland",2009,"Social Democratic Party of Finland",17.5,2,13,3.5595,3.5454,4.2417,"(2004,2009]","Social democracy"
181,"Finland",2009,"Swedish People's Party",6.1,1,13,6.3906,6.7295,3.8385,"(2004,2009]","Liberal"
181,"Finland",2009,"Green League",12.4,2,13,3.6465,3.4279,2.2671,"(2004,2009]","Green/Ecologist"
181,"Finland",2009,"National Coalition Party",23.2,3,13,7.2451,7.6408,5.5872,"(2004,2009]","Conservative"
181,"Finland",2009,"Democratic Union | Left Alliance",5.9,0,13,2.1843,1.8661,3.3406,"(2004,2009]","Communist/Socialist"
181,"Finland",2009,"Christian Democrats",4.2,1,13,7.1884,4.9438,8.3076,"(2004,2009]","Christian democracy"
183,"Luxembourg",1984,"Communist Party of Luxembourg",5.04,2,64,1.3,1.4,3,"(1979,1984]","Communist/Socialist"
183,"Luxembourg",1984,"The Greens",5.16,2,64,2.5,1.5789,0.7895,"(1979,1984]","Green/Ecologist"
183,"Luxembourg",1984,"Luxembourg Socialist Workers' Party",33.56,21,64,3.2895,3.9474,1.3158,"(1979,1984]","Social democracy"
183,"Luxembourg",1984,"Democratic Party",18.67,14,64,6.5789,7.3684,2.7632,"(1979,1984]","Liberal"
183,"Luxembourg",1984,"Christian Social People's Party",34.88,25,64,6.4474,6.7105,7.5,"(1979,1984]","Christian democracy"
183,"Luxembourg",1984,"Jean Gremling List -- Independent Socialists",2.46,0,64,3.3,3.5,3.5,"(1979,1984]","Social democracy"
184,"Belgium",1968,"Liberal Party",20.9,47,212,6,6.7,3.5,"(1964,1969]","Liberal"
184,"Belgium",1968,"Belgian Socialist Party",28,59,212,2.5,3.5,3.5,"(1964,1969]","Social democracy"
184,"Belgium",1968,"People's Union",9.8,20,212,6.5321,5.8809,6.06,"(1964,1969]","Right-wing"
184,"Belgium",1968,"Walloon Rally",3.4,5,212,2.6,3.5,3.5,"(1964,1969]","Social democracy"
184,"Belgium",1968,"Communist Party",3.3,5,212,1.4,1.4,3,"(1964,1969]","Communist/Socialist"
184,"Belgium",1968,"Flemish Christian Peoples Party",20,50,212,5.7667,5.5876,7.2083,"(1964,1969]","Christian democracy"
184,"Belgium",1968,"Francophone Democratic Front",2.5,7,212,6.1259,6.25,5.8,"(1964,1969]","Liberal"
184,"Belgium",1968,"Francophone Christian Social Party -- Humanist Democratic Centre",11.7,19,212,5.4974,5.3711,6.6409,"(1964,1969]","Christian democracy"
185,"Austria",1971,"Freedom Party of Austria",5.5,10,183,8.3494,6.3291,8.5149,"(1969,1974]","Right-wing"
185,"Austria",1971,"Communist Party of Austria",1.4,0,183,0.5,1.4,3,"(1969,1974]","Communist/Socialist"
185,"Austria",1971,"Social Democratic Party of Austria",50,93,183,3.7293,3.4728,3.4766,"(1969,1974]","Social democracy"
185,"Austria",1971,"Austrian People's Party",43.1,80,183,6.4733,6.9485,7.6198,"(1969,1974]","Christian democracy"
188,"Poland",2005,"Movement for the Reconstruction of Poland",1.05,0,460,5.7895,5.2632,7,"(2004,2009]","Conservative"
188,"Poland",2005,"Self-Defense of the Republic Poland",11.4,56,460,3.997,2.008,7.3253,"(2004,2009]","Agrarian"
188,"Poland",2005,"Civic Platform",24.1,133,460,6.2355,8.236,3.7102,"(2004,2009]","Conservative"
188,"Poland",2005,"Law and Justice",27,155,460,7.6997,4.0466,8.2514,"(2004,2009]","Conservative"
188,"Poland",2005,"Democratic Left Alliance",11.3,55,460,2.8299,3.8505,1.8801,"(2004,2009]","Social democracy"
188,"Poland",2005,"Polish People's Party",7,25,460,4.1856,2.8942,6.5491,"(2004,2009]","Agrarian"
188,"Poland",2005,"German minority",0.29,2,460,NA,NA,NA,"(2004,2009]","Special issue"
188,"Poland",2005,"League of Polish Families",8,34,460,8.8852,2.3257,9.7522,"(2004,2009]","Conservative"
188,"Poland",2005,"Democratic | Freedom | Union",2.45,0,460,5.2295,7.3132,2.1208,"(2004,2009]","Liberal"
188,"Poland",2005,"Social Democracy of Poland",3.89,0,460,3,4.67,1.43,"(2004,2009]","Social democracy"
188,"Poland",2005,"Real Politics Union | Congress of the New Right",1.57,0,460,9.7368,9.4737,8.1579,"(2004,2009]","Conservative"
190,"Ireland",2007,"no party affiliation",NA,5,166,NA,NA,NA,"(2004,2009]",NA
190,"Ireland",2007,"Fianna Fail",41.56,78,166,6.0713,5.8991,6.9898,"(2004,2009]","Conservative"
190,"Ireland",2007,"Labour Party",10.13,20,166,3.6252,3.353,3.1071,"(2004,2009]","Social democracy"
190,"Ireland",2007,"Progressive Democrats",2.73,2,166,8.0109,8.3901,3.7011,"(2004,2009]","Liberal"
190,"Ireland",2007,"Socialist Party",0.64,0,166,1.3,1.4,3,"(2004,2009]","Communist/Socialist"
190,"Ireland",2007,"Fine Gael (Familiy of the Irish)",27.32,51,166,6.4372,6.1603,5.787,"(2004,2009]","Christian democracy"
190,"Ireland",2007,"Green Party",4.69,6,166,2.435,2.462,2.1754,"(2004,2009]","Green/Ecologist"
190,"Ireland",2007,"Sinn Fein",6.94,4,166,2.7935,2.0316,4.5005,"(2004,2009]","Communist/Socialist"
191,"Belgium",1987,"Confederated ecologists for the organisation of original struggles",2.57,3,212,2.641,2.3887,1.3744,"(1984,1989]","Green/Ecologist"
191,"Belgium",1987,"People's Union",8.07,16,212,6.5321,5.8809,6.06,"(1984,1989]","Right-wing"
191,"Belgium",1987,"Liberal Reformist Party",9.42,23,212,6.8551,7.2667,4.4381,"(1984,1989]","Liberal"
191,"Belgium",1987,"Communist Party",0.83,0,212,1.4,1.4,3,"(1984,1989]","Communist/Socialist"
191,"Belgium",1987,"Flemish Christian Peoples Party",19.47,43,212,5.7667,5.5876,7.2083,"(1984,1989]","Christian democracy"
191,"Belgium",1987,"Francophone Democratic Front",1.16,3,212,6.1259,6.25,5.8,"(1984,1989]","Liberal"
191,"Belgium",1987,"Flemish Block",1.9,2,212,9.6622,7.695,9.5234,"(1984,1989]","Right-wing"
191,"Belgium",1987,"Socialist Party",14.91,32,212,3.2459,3.0183,3.0805,"(1984,1989]","Social democracy"
191,"Belgium",1987,"Party of Liberty and Progress | Flemish Liberals and Democrats",11.56,25,212,7.0053,7.7639,3.7139,"(1984,1989]","Liberal"
191,"Belgium",1987,"Francophone Christian Social Party -- Humanist Democratic Centre",8.01,19,212,5.4974,5.3711,6.6409,"(1984,1989]","Christian democracy"
191,"Belgium",1987,"Socialist Party [Francophone]",15.66,40,212,2.9307,2.5938,3.1712,"(1984,1989]","Social democracy"
191,"Belgium",1987,"Agalev -- Green",4.49,6,212,2.5762,2.0089,1.0234,"(1984,1989]","Green/Ecologist"
192,"Slovakia",2006,"Communist Party of Slovakia",3.88,0,150,0.5275,0.937,4.5302,"(2004,2009]","Communist/Socialist"
192,"Slovakia",2006,"Slovak Democratic and Christian Union -- Democratic Party",18.35,31,150,7.3591,7.4401,5.0433,"(2004,2009]","Christian democracy"
192,"Slovakia",2006,"Direction -- Social Democracy",29.14,50,150,3.3799,3.5124,3.6548,"(2004,2009]","Social democracy"
192,"Slovakia",2006,"Hungarian Coalition",11.68,20,150,6.5005,6.0172,6.1761,"(2004,2009]","Conservative"
192,"Slovakia",2006,"Free Forum",3.47,0,150,5.46,6.58,3.18,"(2004,2009]","Liberal"
192,"Slovakia",2006,"Slovak National Party",11.73,20,150,7.0198,4.5191,8.46,"(2004,2009]","Right-wing"
192,"Slovakia",2006,"Movement for a Democratic Slovakia",8.79,15,150,4.8914,4.8199,5.9161,"(2004,2009]","Conservative"
192,"Slovakia",2006,"Alliance of the New Citizen",1.42,0,150,7.2404,7.945,1.9712,"(2004,2009]","Liberal"
192,"Slovakia",2006,"Christian Democratic Movement",8.31,14,150,7.1082,6.9698,8.8217,"(2004,2009]","Christian democracy"
193,"Finland",1995,"Centre Party",NA,5,16,5.8027,4.9349,7.2203,"(1994,1999]","Agrarian"
193,"Finland",1995,"Social Democratic Party of Finland",NA,4,16,3.5595,3.5454,4.2417,"(1994,1999]","Social democracy"
193,"Finland",1995,"Swedish People's Party",NA,1,16,6.3906,6.7295,3.8385,"(1994,1999]","Liberal"
193,"Finland",1995,"Green League",NA,1,16,3.6465,3.4279,2.2671,"(1994,1999]","Green/Ecologist"
193,"Finland",1995,"National Coalition Party",NA,4,16,7.2451,7.6408,5.5872,"(1994,1999]","Conservative"
193,"Finland",1995,"Democratic Union | Left Alliance",NA,1,16,2.1843,1.8661,3.3406,"(1994,1999]","Communist/Socialist"
194,"Hungary",2006,"Hungarian Justice and Life Party",2.2,0,386,9.6065,3.807,9.5894,"(2004,2009]","Right-wing"
194,"Hungary",2006,"Christian Democratic People's Party",NA,23,386,7.4,2.17,8.33,"(2004,2009]","Christian democracy"
194,"Hungary",2006,"Fidesz -- Hungarian Civic Party / Christian Democratic People's Party",42,NA,386,6.5432,3.9949,7.5275,"(2004,2009]","Conservative"
194,"Hungary",2006,"Hungarian Democratic Forum",5,11,386,6.4826,5.0761,6.8263,"(2004,2009]","Conservative"
194,"Hungary",2006,"Fidesz -- Hungarian Civic Union",NA,141,386,6.5432,3.9949,7.5275,"(2004,2009]","Conservative"
194,"Hungary",2006,"one seat",NA,1,386,NA,NA,NA,"(2004,2009]",NA
194,"Hungary",2006,"Alliance of Free Democrats",6.5,20,386,3.9659,7.7361,1.4381,"(2004,2009]","Liberal"
194,"Hungary",2006,"Hungarian Socialist Party",43.2,190,386,2.8743,5.5702,3.5897,"(2004,2009]","Social democracy"
195,"Slovenia",2009,"Slovenian People's Party",3.58,0,7,6.6953,5.0282,7.6299,"(2004,2009]","Christian democracy"
195,"Slovenia",2009,"Slovenian Democratic Party",26.66,2,7,6.9996,5.6339,6.7947,"(2004,2009]","Social democracy"
195,"Slovenia",2009,"For Real",9.76,1,7,3.3,3.5,3.5,"(2004,2009]","Social democracy"
195,"Slovenia",2009,"United List -- Social Democrats",18.43,2,7,3.0637,3.8001,2.9642,"(2004,2009]","Social democracy"
195,"Slovenia",2009,"Slovenian National Party",2.85,0,7,4.7941,4.3938,6.0148,"(2004,2009]",NA
195,"Slovenia",2009,"New Slovenia -- Christian People's Party",16.58,1,7,7.9345,5.9719,8.3998,"(2004,2009]","Christian democracy"
195,"Slovenia",2009,"Liberal Democracy of Slovenia",11.48,1,7,3.7351,4.6316,2.5756,"(2004,2009]","Liberal"
195,"Slovenia",2009,"Youth Party of Slovenia",1.96,0,7,4.2263,4.2719,2.7009,"(2004,2009]","Green/Ecologist"
195,"Slovenia",2009,"Democratic Party of Pensioners of Slovenia",7.18,0,7,3.2292,3.225,5.0708,"(2004,2009]","Special issue"
196,"United Kingdom",2004,"Plaid Cymru",1,1,78,3.1183,2.6251,3.7107,"(1999,2004]","Special issue"
196,"United Kingdom",2004,"Democratic Unionist Party",1.03,1,78,7.4,6.4,7,"(1999,2004]","Conservative"
196,"United Kingdom",2004,"Green Party",6.1,2,78,2.57,2.3775,2.0139,"(1999,2004]","Green/Ecologist"
196,"United Kingdom",2004,"Liberals",14.9,12,78,4.2875,4.1064,2.6109,"(1999,2004]","Liberal"
196,"United Kingdom",2004,"Sinn Fein",0.85,1,78,1.3,1.4,3,"(1999,2004]","Communist/Socialist"
196,"United Kingdom",2004,"Conservatives",26.7,27,78,7.4261,7.5725,7.1901,"(1999,2004]","Conservative"
196,"United Kingdom",2004,"Respect -- The Unity Coalition",1.48,0,78,NA,NA,NA,"(1999,2004]",NA
196,"United Kingdom",2004,"Ulster Unionist Party",0.54,1,78,8.3,6.4,7,"(1999,2004]","Conservative"
196,"United Kingdom",2004,"British National Party",4.9,0,78,8.8,5.9,8.5,"(1999,2004]","Right-wing"
196,"United Kingdom",2004,"United Kingdom Independence Party",16.2,12,78,7.8429,8.0938,7.8507,"(1999,2004]","Right-wing"
196,"United Kingdom",2004,"Scottish National Party",1.4,2,78,3.5871,3.0627,3.9623,"(1999,2004]","Social democracy"
196,"United Kingdom",2004,"Labour",22.6,19,78,4.3562,4.5741,4.2779,"(1999,2004]","Social democracy"
197,"Austria",2006,"Freedom Party of Austria",11,21,183,8.3494,6.3291,8.5149,"(2004,2009]","Right-wing"
197,"Austria",2006,"Hans-Peter Martin's List",2.8,0,183,4.2,5,3.4,"(2004,2009]","Special issue"
197,"Austria",2006,"Communist Party of Austria",1,0,183,0.5,1.4,3,"(2004,2009]","Communist/Socialist"
197,"Austria",2006,"Social Democratic Party of Austria",35.3,68,183,3.7293,3.4728,3.4766,"(2004,2009]","Social democracy"
197,"Austria",2006,"Austrian People's Party",34.3,66,183,6.4733,6.9485,7.6198,"(2004,2009]","Christian democracy"
197,"Austria",2006,"The Greens -- The Green Alternative",11.1,21,183,2.4604,2.7489,1.4308,"(2004,2009]","Green/Ecologist"
197,"Austria",2006,"Alliance for the Future of Austria",4.1,7,183,8.83,6,8.83,"(2004,2009]","Right-wing"
198,"Finland",2004,"Centre Party",23.4,4,14,5.8027,4.9349,7.2203,"(1999,2004]","Agrarian"
198,"Finland",2004,"Social Democratic Party of Finland",21.2,3,14,3.5595,3.5454,4.2417,"(1999,2004]","Social democracy"
198,"Finland",2004,"Swedish People's Party",5.7,1,14,6.3906,6.7295,3.8385,"(1999,2004]","Liberal"
198,"Finland",2004,"Green League",10.4,1,14,3.6465,3.4279,2.2671,"(1999,2004]","Green/Ecologist"
198,"Finland",2004,"National Coalition Party",23.7,4,14,7.2451,7.6408,5.5872,"(1999,2004]","Conservative"
198,"Finland",2004,"Democratic Union | Left Alliance",9.1,1,14,2.1843,1.8661,3.3406,"(1999,2004]","Communist/Socialist"
198,"Finland",2004,"Christian Democrats",4.3,0,14,7.1884,4.9438,8.3076,"(1999,2004]","Christian democracy"
199,"Poland",2004,"Self-Defense of the Republic Poland",10.78,6,54,3.997,2.008,7.3253,"(1999,2004]","Agrarian"
199,"Poland",2004,"Civic Platform",24.1,15,54,6.2355,8.236,3.7102,"(1999,2004]","Conservative"
199,"Poland",2004,"Law and Justice",12.67,7,54,7.6997,4.0466,8.2514,"(1999,2004]","Conservative"
199,"Poland",2004,"Democratic Left Alliance",9.35,4,54,2.8299,3.8505,1.8801,"(1999,2004]","Social democracy"
199,"Poland",2004,"Polish People's Party",6.34,4,54,4.1856,2.8942,6.5491,"(1999,2004]","Agrarian"
199,"Poland",2004,"Labour Union",NA,1,54,2.0348,1.8898,1.3726,"(1999,2004]","Social democracy"
199,"Poland",2004,"League of Polish Families",15.92,10,54,8.8852,2.3257,9.7522,"(1999,2004]","Conservative"
199,"Poland",2004,"Democratic | Freedom | Union",7.33,4,54,5.2295,7.3132,2.1208,"(1999,2004]","Liberal"
199,"Poland",2004,"Social Democracy of Poland",5.33,3,54,3,4.67,1.43,"(1999,2004]","Social democracy"
199,"Poland",2004,"Real Politics Union | Congress of the New Right",1.87,0,54,9.7368,9.4737,8.1579,"(1999,2004]","Conservative"
199,"Poland",2004,"National Voters Committee",1.56,0,54,6.2,5.7,7.2,"(1999,2004]","Christian democracy"
199,"Poland",2004,"Initiative for Poland",1.45,0,54,7.4,6.4,7,"(1999,2004]","Conservative"
200,"Portugal",1976,"Democratic and Social Centre -- People's Party",16.76,42,263,8.0222,8.1963,8.9916,"(1974,1979]","Christian democracy"
200,"Portugal",1976,"Popular Democratic Union",1.75,1,263,1.3,1.4,3,"(1974,1979]","Communist/Socialist"
200,"Portugal",1976,"Portuguese Communist Party",15.1,40,263,2.1754,1.6343,1.6291,"(1974,1979]","Communist/Socialist"
200,"Portugal",1976,"People's Socialist Front",0.81,0,263,1.3,1.4,3,"(1974,1979]","Communist/Socialist"
200,"Portugal",1976,"Socialist Party",36.61,107,263,4.0492,4.2716,3.5411,"(1974,1979]","Social democracy"
200,"Portugal",1976,"Social Democratic Party",25.55,73,263,6.2949,6.8488,7.0224,"(1974,1979]","Liberal"
201,"Greece",2004,"New Democracy",45.36,166,300,6.7365,6.9754,6.6712,"(1999,2004]","Christian democracy"
201,"Greece",2004,"Communist Party of Greece",5.9,12,300,1.253,0.8404,5.1503,"(1999,2004]","Communist/Socialist"
201,"Greece",2004,"Democratic Social Movement",1.79,0,300,2.3,1.8286,5.5493,"(1999,2004]","Social democracy"
201,"Greece",2004,"Popular Orthodox Rally",2.19,0,300,9.11,5.33,9.63,"(1999,2004]","Right-wing"
201,"Greece",2004,"Panhellenic Socialist Movement",40.55,116,300,4.4968,4.8797,3.6025,"(1999,2004]","Social democracy"
201,"Greece",2004,"Coalition of the Left",NA,6,300,2.7683,2.6259,2.0238,"(1999,2004]","Communist/Socialist"
201,"Greece",2004,"Coalition of the Radical Left",3.26,NA,300,2.8947,2.9123,2.0066,"(1999,2004]","Communist/Socialist"
202,"New Zealand",1978,"Labour Party",40.41,40,92,4.483,3.9889,3.5,"(1974,1979]","Social democracy"
202,"New Zealand",1978,"National Party",39.82,51,92,6.7193,7.2299,7,"(1974,1979]","Conservative"
202,"New Zealand",1978,"Social Credit | Democratic Party",16.07,1,92,5.6,NA,NA,"(1974,1979]","Special issue"
202,"New Zealand",1978,"Values Party",2.41,0,92,2.5,2.5,1.8,"(1974,1979]","Green/Ecologist"
203,"Malta",2008,"Democratic Alternative",1.31,0,69,3.7895,3.2632,4.6316,"(2004,2009]","Green/Ecologist"
203,"Malta",2008,"Nationalist Party",49.34,35,69,5.7143,4.6617,6.9173,"(2004,2009]","Conservative"
203,"Malta",2008,"Malta Labour Party",48.79,34,69,4.2105,5.1128,6.3158,"(2004,2009]","Social democracy"
204,"Netherlands",1967,"Anti-Revolutionary Party",9.9,15,150,5.8067,5.6933,6.7724,"(1964,1969]","Christian democracy"
204,"Netherlands",1967,"Democrats 66",4.48,7,150,4.5066,4.9917,1.7625,"(1964,1969]","Liberal"
204,"Netherlands",1967,"Christian Historical Union",8.14,12,150,5.8067,5.6933,6.7724,"(1964,1969]","Christian democracy"
204,"Netherlands",1967,"Catholic Peoples Party",26.5,42,150,5.9473,5.8848,6.6882,"(1964,1969]","Christian democracy"
204,"Netherlands",1967,"Reformed Political League",0.86,1,150,8.1444,5.8,8.6364,"(1964,1969]","Conservative"
204,"Netherlands",1967,"Labour Party",23.55,37,150,3.6118,3.868,3.2028,"(1964,1969]","Social democracy"
204,"Netherlands",1967,"Communist Party of the Netherlands",3.61,5,150,0.8,1.4,3,"(1964,1969]","Communist/Socialist"
204,"Netherlands",1967,"Political Reformed Party",2.01,3,150,8.7531,6.3487,9.7744,"(1964,1969]","Conservative"
204,"Netherlands",1967,"People's Party for Freedom and Democracy",10.73,17,150,7.3482,7.8979,4.3887,"(1964,1969]","Liberal"
204,"Netherlands",1967,"Pacifist Socialist Party",2.87,4,150,0.6,1.4,3,"(1964,1969]","Communist/Socialist"
204,"Netherlands",1967,"Farmers Party",4.77,7,150,5.3,4.9,6.5,"(1964,1969]","Agrarian"
204,"Netherlands",1967,"no seat",0.66,0,150,NA,NA,NA,"(1964,1969]",NA
205,"Greece",1989,"New Democracy",44.3,145,300,6.7365,6.9754,6.6712,"(1984,1989]","Christian democracy"
205,"Greece",1989,"Independent Muslim Lists",0.52,1,300,NA,NA,NA,"(1984,1989]","Special issue"
205,"Greece",1989,"Panhellenic Socialist Movement",39.1,125,300,4.4968,4.8797,3.6025,"(1984,1989]","Social democracy"
205,"Greece",1989,"Democratic Renewal",1,1,300,7.4,6.4,7,"(1984,1989]","Conservative"
205,"Greece",1989,"Coalition of the Left",13.1,28,300,2.7683,2.6259,2.0238,"(1984,1989]","Communist/Socialist"
206,"Switzerland",2003,"Radical Democratic Party",17.3,36,200,6.3249,8.0105,3.4159,"(1999,2004]","Liberal"
206,"Switzerland",2003,"Social Democratic Party of Switzerland",23.3,52,200,1.8319,1.7579,1.2281,"(1999,2004]","Social democracy"
206,"Switzerland",2003,"Greens",7.4,13,200,1.6886,1.7263,1.0316,"(1999,2004]","Green/Ecologist"
206,"Switzerland",2003,"Liberal Party of Switzerland",2.2,4,200,7.2961,8.477,4.2441,"(1999,2004]","Liberal"
206,"Switzerland",2003,"Catholic Conservative / Christian Democratic Peoples Party",14.4,28,200,4.7288,5.6421,7.1414,"(1999,2004]","Christian democracy"
206,"Switzerland",2003,"Feminists and Green-Alternative Groups",0.5,1,200,2.5,2.5,1.8,"(1999,2004]","Green/Ecologist"
206,"Switzerland",2003,"Protestant Peoples Party",2.3,3,200,4.9248,4.4498,7.5812,"(1999,2004]","Christian democracy"
206,"Switzerland",2003,"National Action -- Swiss Democrats",1,1,200,9.4247,6.2573,9.0409,"(1999,2004]","Right-wing"
206,"Switzerland",2003,"Swiss People's Party",26.7,55,200,7.3575,8.9684,8.3385,"(1999,2004]","Agrarian"
206,"Switzerland",2003,"Christian Social Party",0.4,1,200,6.2,5.7,7.2,"(1999,2004]","Christian democracy"
206,"Switzerland",2003,"Swiss Party of Labour",0.7,2,200,0.5263,0.5835,1.6148,"(1999,2004]","Communist/Socialist"
206,"Switzerland",2003,"Solidarity",0.5,1,200,1.3,1.4,3,"(1999,2004]","Communist/Socialist"
206,"Switzerland",2003,"Federal Democratic Union of Switzerland",1.3,2,200,8.6579,6.3816,9.4247,"(1999,2004]","Conservative"
206,"Switzerland",2003,"Ticino League",0.4,1,200,8.8,5.9,8.5,"(1999,2004]","Right-wing"
206,"Switzerland",2003,"Automobile Party | Freedom Party of Switzerland",0.2,0,200,8.0556,5.9,8.5,"(1999,2004]","Right-wing"
207,"Norway",1985,"Socialist Left Party",5.5,6,157,1.5839,1.3534,1.5038,"(1984,1989]","Communist/Socialist"
207,"Norway",1985,"Norwegian Labour Party",40.8,71,157,3.3706,2.9574,2.7105,"(1984,1989]","Social democracy"
207,"Norway",1985,"Progress Party",3.7,2,157,8.7595,7.5,5.5388,"(1984,1989]","Right-wing"
