"election_id","country","year","party_name","vote_share","seats","seats_total","left_right","state_market","liberty_authority","halfdecade","party_family"
992,"Greece",2015,"Communist Party of Greece",5.55,15,300,1.253,0.8404,5.1503,"(2014,2019]","Communist/Socialist"
992,"Greece",2015,"Panhellenic Socialist Movement",6.28,17,300,4.4968,4.8797,3.6025,"(2014,2019]","Social democracy"
992,"Greece",2015,"Coalition of the Radical Left",35.46,145,300,2.8947,2.9123,2.0066,"(2014,2019]","Communist/Socialist"
992,"Greece",2015,"Independent Greeks",3.69,10,300,8.8,5.9,8.5,"(2014,2019]","Right-wing"
992,"Greece",2015,"Peoples Association -- Golden Dawn",6.99,18,300,8.8,5.9,8.5,"(2014,2019]","Right-wing"
992,"Greece",2015,"Union of Centrists",3.43,9,300,3.3,3.5,3.5,"(2014,2019]","Social democracy"
992,"Greece",2015,"The River",4.09,11,300,3.3,3.5,3.5,"(2014,2019]","Social democracy"
992,"Greece",2015,"Popular Unity",2.86,0,300,1.3,1.4,3,"(2014,2019]","Communist/Socialist"
993,"Portugal",2015,"Communist Party of the Portuguese Workers / Reorganizative Movement of the Party of the Proletariat",1.15,0,230,1.3,1.4,3,"(2014,2019]","Communist/Socialist"
993,"Portugal",2015,"Bloc of the Left",10.58,19,230,1.6425,1.9526,1.267,"(2014,2019]","Communist/Socialist"
993,"Portugal",2015,"Socialist Party",33.57,86,230,4.0492,4.2716,3.5411,"(2014,2019]","Social democracy"
993,"Portugal",2015,"Social Democratic Party",39.84,107,230,6.2949,6.8488,7.0224,"(2014,2019]","Liberal"
993,"Portugal",2015,"Unified Democratic Coalition",8.56,17,230,2.2233,1.48,2.6433,"(2014,2019]","Communist/Socialist"
993,"Portugal",2015,"Party for Animals and Nature",1.44,1,230,2.5,2.5,1.8,"(2014,2019]","Green/Ecologist"
993,"Portugal",2015,"Republican Democratic Party",1.19,0,230,7.4,6.4,7,"(2014,2019]","Conservative"
994,"Canada",2015,"Co-operative Commonwealth Federation | New Democratic Party",19.71,44,338,2.46,1.9195,1.1134,"(2014,2019]","Social democracy"
994,"Canada",2015,"Liberal Party of Canada",39.47,184,338,5.0552,5.3509,3.4615,"(2014,2019]","Liberal"
994,"Canada",2015,"Quebec Bloc",4.66,10,338,3.0215,3.1207,2.2063,"(2014,2019]","Social democracy"
994,"Canada",2015,"no party affiliation",0.23,0,338,NA,NA,NA,"(2014,2019]",NA
994,"Canada",2015,"Conservative Party of Canada",31.89,99,338,8.6608,8.7668,9.0688,"(2014,2019]","Conservative"
994,"Canada",2015,"Green Party of Canada",3.45,1,338,1.9018,2.2467,2.0327,"(2014,2019]","Green/Ecologist"
995,"Switzerland",2015,"Radical Democratic Party",16.4,33,200,6.3249,8.0105,3.4159,"(2014,2019]","Liberal"
995,"Switzerland",2015,"Social Democratic Party of Switzerland",18.84,43,200,1.8319,1.7579,1.2281,"(2014,2019]","Social democracy"
995,"Switzerland",2015,"Greens",7.06,11,200,1.6886,1.7263,1.0316,"(2014,2019]","Green/Ecologist"
995,"Switzerland",2015,"Green Liberal Party",4.63,7,200,2.5,2.5,1.8,"(2014,2019]","Green/Ecologist"
995,"Switzerland",2015,"Catholic Conservative / Christian Democratic Peoples Party",11.65,27,200,4.7288,5.6421,7.1414,"(2014,2019]","Christian democracy"
995,"Switzerland",2015,"Protestant Peoples Party",2.1,2,200,4.9248,4.4498,7.5812,"(2014,2019]","Christian democracy"
995,"Switzerland",2015,"Swiss People's Party",29.39,65,200,7.3575,8.9684,8.3385,"(2014,2019]","Agrarian"
995,"Switzerland",2015,"Swiss Party of Labour",0.86,1,200,0.5263,0.5835,1.6148,"(2014,2019]","Communist/Socialist"
995,"Switzerland",2015,"Conservative Democratic Party of Switzerland",4.1,7,200,7.4,6.4,7,"(2014,2019]","Conservative"
995,"Switzerland",2015,"Federal Democratic Union of Switzerland",NA,0,200,8.6579,6.3816,9.4247,"(2014,2019]","Conservative"
995,"Switzerland",2015,"Ticino League",NA,2,200,8.8,5.9,8.5,"(2014,2019]","Right-wing"
995,"Switzerland",2015,"others",NA,1,200,NA,NA,NA,"(2014,2019]",NA
995,"Switzerland",2015,"Geneva Citizens' Movement",NA,1,200,8.8,5.9,8.5,"(2014,2019]","Right-wing"
996,"Poland",2015,"Civic Platform",24.09,138,460,6.2355,8.236,3.7102,"(2014,2019]","Conservative"
996,"Poland",2015,"Law and Justice",37.58,235,460,7.6997,4.0466,8.2514,"(2014,2019]","Conservative"
996,"Poland",2015,"Democratic Left Alliance",7.55,0,460,2.8299,3.8505,1.8801,"(2014,2019]","Social democracy"
996,"Poland",2015,"Polish People's Party",5.13,16,460,4.1856,2.8942,6.5491,"(2014,2019]","Agrarian"
996,"Poland",2015,"German minority",0.18,1,460,NA,NA,NA,"(2014,2019]","Special issue"
996,"Poland",2015,"Kukiz'15",8.81,42,460,8.8,5.9,8.5,"(2014,2019]","Right-wing"
996,"Poland",2015,"Modern",7.6,28,460,6,6.7,3.5,"(2014,2019]","Liberal"
996,"Poland",2015,"Coalition for the Renewal of the Republic -- Liberty and Hope",4.76,0,460,7.4,6.4,7,"(2014,2019]","Conservative"
996,"Poland",2015,"Together Party",3.62,0,460,3.3,3.5,3.5,"(2014,2019]","Social democracy"
998,"Spain",2015,"Communist Party | United Left",3.67,2,350,2.0183,1.8937,1.7351,"(2014,2019]","Communist/Socialist"
998,"Spain",2015,"Canary Coalition",0.33,1,350,5.9789,5.9,5.7694,"(2014,2019]","Special issue"
998,"Spain",2015,"People's Alliance-Party",28.72,123,350,7.5969,7.619,7.8127,"(2014,2019]","Conservative"
998,"Spain",2015,"Republican Left of Catalonia",2.39,9,350,3.1072,2.9073,2.7325,"(2014,2019]","Special issue"
998,"Spain",2015,"Spanish Socialist Workers Party",22.01,90,350,3.7377,4.0098,3.0399,"(2014,2019]","Social democracy"
998,"Spain",2015,"Basque Nationalist Party",1.2,6,350,6.2144,5.7468,6.5139,"(2014,2019]","Christian democracy"
998,"Spain",2015,"Citizens -- Party of the Citizenry",13.93,40,350,6,6.7,3.5,"(2014,2019]","Liberal"
998,"Spain",2015,"We Can",12.67,42,350,1.3,1.4,3,"(2014,2019]","Communist/Socialist"
998,"Spain",2015,"Animalist Party Against Mistreatment to Animals",0.87,0,350,NA,NA,NA,"(2014,2019]","Special issue"
998,"Spain",2015,"Basque Country Unite",0.87,2,350,NA,NA,NA,"(2014,2019]","Special issue"
998,"Spain",2015,"In Tide",1.63,6,350,1.3,1.4,3,"(2014,2019]","Communist/Socialist"
998,"Spain",2015,"Democratic Convergence of Catalonia",2.25,8,350,7.4,6.4,7,"(2014,2019]","Conservative"
998,"Spain",2015,"In Common We Can",3.69,12,350,1.3,1.4,3,"(2014,2019]","Communist/Socialist"
998,"Spain",2015,"Compromise | A la valenciana",2.67,9,350,1.3,1.4,3,"(2014,2019]","Communist/Socialist"
1001,"Croatia",2015,"Croatian Democratic Union",34.08,50,151,7.1053,5.7018,6.9298,"(2014,2019]","Christian democracy"
1001,"Croatia",2015,"Croatian Social Liberal Party",NA,2,151,7.193,4.6491,5.5263,"(2014,2019]","Liberal"
1001,"Croatia",2015,"Croatian People's Party -- Liberal Democrats",NA,9,151,1.8421,6.5789,1.7544,"(2014,2019]","Liberal"
1001,"Croatia",2015,"Croatian Peasant Party",NA,1,151,6.2281,4.2982,7.807,"(2014,2019]","Agrarian"
1001,"Croatia",2015,"Social Democratic Party of Croatia",32.83,42,151,3.2456,5.5263,2.3684,"(2014,2019]","Social democracy"
1001,"Croatia",2015,"Istrian Democratic Assembly",1.86,3,151,3.4211,6.2281,2.5439,"(2014,2019]","Liberal"
1001,"Croatia",2015,"Croatian Party of Pensioners",NA,2,151,NA,NA,NA,"(2014,2019]","Special issue"
1001,"Croatia",2015,"Croatian Democratic Alliance of Slavonia and Baranja",1.35,2,151,8.8,5.9,8.5,"(2014,2019]","Right-wing"
1001,"Croatia",2015,"Croatian Party of Rights -- Dr. Ante Starcevic",NA,3,151,8.8,5.9,8.5,"(2014,2019]","Right-wing"
1001,"Croatia",2015,"Croatian Labourists -- Labour Party",NA,3,151,1.3,1.4,3,"(2014,2019]","Communist/Socialist"
1001,"Croatia",2015,"Croatian Growth",NA,1,151,6.2,5.7,7.2,"(2014,2019]","Christian democracy"
1001,"Croatia",2015,"ethnic",1.66,8,151,NA,NA,NA,"(2014,2019]",NA
1001,"Croatia",2015,"one seat",NA,2,151,NA,NA,NA,"(2014,2019]",NA
1001,"Croatia",2015,"Sustainable Development of Croatia",1.73,0,151,2.5,2.5,1.8,"(2014,2019]","Green/Ecologist"
1001,"Croatia",2015,"Human Shield ",4.19,1,151,8.8,5.9,8.5,"(2014,2019]","Right-wing"
1001,"Croatia",2015,"People's Party -- Reformists ",1.54,1,151,6,6.7,3.5,"(2014,2019]","Liberal"
1001,"Croatia",2015,"Bridge of Independent Lists",13.42,19,151,7.4,6.4,7,"(2014,2019]","Conservative"
1001,"Croatia",2015,"Milan Bandic 365 -- The Party of Labour and Solidarity",3.34,2,151,3.3,3.5,3.5,"(2014,2019]","Social democracy"
1002,"Ireland",2016,"no party affiliation",11.14,12,158,NA,NA,NA,"(2014,2019]",NA
1002,"Ireland",2016,"Fianna Fail",24.35,44,158,6.0713,5.8991,6.9898,"(2014,2019]","Conservative"
1002,"Ireland",2016,"Labour Party",6.61,7,158,3.6252,3.353,3.1071,"(2014,2019]","Social democracy"
1002,"Ireland",2016,"Socialist Party",3.95,6,158,1.3,1.4,3,"(2014,2019]","Communist/Socialist"
1002,"Ireland",2016,"Fine Gael (Familiy of the Irish)",25.52,50,158,6.4372,6.1603,5.787,"(2014,2019]","Christian democracy"
1002,"Ireland",2016,"Green Party",2.72,2,158,2.435,2.462,2.1754,"(2014,2019]","Green/Ecologist"
1002,"Ireland",2016,"Sinn Fein",13.85,23,158,2.7935,2.0316,4.5005,"(2014,2019]","Communist/Socialist"
1002,"Ireland",2016,"one seat",0.35,1,158,NA,NA,NA,"(2014,2019]",NA
1002,"Ireland",2016,"Social Democrats ",3.01,3,158,3.3,3.5,3.5,"(2014,2019]","Social democracy"
1002,"Ireland",2016,"Renua Ireland",2.18,0,158,7.4,6.4,7,"(2014,2019]","Conservative"
1002,"Ireland",2016,"Independents 4 Change",1.47,4,158,NA,NA,NA,"(2014,2019]",NA
1002,"Ireland",2016,"Independent Alliance",4.21,6,158,NA,NA,NA,"(2014,2019]",NA
1003,"Slovakia",2016,"Direction -- Social Democracy",28.28,49,150,3.3799,3.5124,3.6548,"(2014,2019]","Social democracy"
1003,"Slovakia",2016,"Hungarian Coalition",4.05,0,150,6.5005,6.0172,6.1761,"(2014,2019]","Conservative"
1003,"Slovakia",2016,"People's Party Our Slovakia",8.04,14,150,8.8,5.9,8.5,"(2014,2019]","Right-wing"
1003,"Slovakia",2016,"Slovak National Party",8.64,15,150,7.0198,4.5191,8.46,"(2014,2019]","Right-wing"
1003,"Slovakia",2016,"Christian Democratic Movement",4.94,0,150,7.1082,6.9698,8.8217,"(2014,2019]","Christian democracy"
1003,"Slovakia",2016,"Freedom and Solidarity",12.1,21,150,6,6.7,3.5,"(2014,2019]","Liberal"
1003,"Slovakia",2016,"Most-Hid",6.5,11,150,7.4,6.4,7,"(2014,2019]","Conservative"
1003,"Slovakia",2016,"Ordinary People and Independent",11.03,19,150,7.4,6.4,7,"(2014,2019]","Conservative"
1003,"Slovakia",2016,"We are family -- Boris Kollar",6.63,11,150,8.8,5.9,8.5,"(2014,2019]","Right-wing"
1003,"Slovakia",2016,"Network",5.61,10,150,7.4,6.4,7,"(2014,2019]","Conservative"
1004,"Cyprus",2016,"Progressive Party of Working People",25.67,16,56,1.0526,2.6316,6.1842,"(2014,2019]","Communist/Socialist"
1004,"Cyprus",2016,"Democratic Party",14.49,9,56,5.1316,4.0789,6.0526,"(2014,2019]","Conservative"
1004,"Cyprus",2016,"Movement for Social Democracy EDEK",6.18,3,56,3.2895,4.7368,5.9211,"(2014,2019]","Social democracy"
1004,"Cyprus",2016,"Democratic Rally",30.69,18,56,8.6842,7.3684,5,"(2014,2019]","Conservative"
1004,"Cyprus",2016,"Ecological and Environmental Movement",4.81,2,56,5.7895,5.5263,5.7895,"(2014,2019]","Green/Ecologist"
1004,"Cyprus",2016,"National Popular Front",3.71,2,56,8.8,5.9,8.5,"(2014,2019]","Right-wing"
1004,"Cyprus",2016,"Citizen's Alliance",6.01,3,56,3.3,3.5,3.5,"(2014,2019]","Social democracy"
1004,"Cyprus",2016,"Solidarity Movement",5.24,3,56,8.8,5.9,8.5,"(2014,2019]","Right-wing"
1004,"Cyprus",2016,"Animal Party Cyprus",1.16,0,56,NA,NA,NA,"(2014,2019]","Special issue"
1005,"Spain",2016,"Canary Coalition",0.33,1,350,5.9789,5.9,5.7694,"(2014,2019]","Special issue"
1005,"Spain",2016,"People's Alliance-Party",33.03,137,350,7.5969,7.619,7.8127,"(2014,2019]","Conservative"
1005,"Spain",2016,"Republican Left of Catalonia",2.63,9,350,3.1072,2.9073,2.7325,"(2014,2019]","Special issue"
1005,"Spain",2016,"Spanish Socialist Workers Party",22.66,85,350,3.7377,4.0098,3.0399,"(2014,2019]","Social democracy"
1005,"Spain",2016,"Basque Nationalist Party",1.2,5,350,6.2144,5.7468,6.5139,"(2014,2019]","Christian democracy"
1005,"Spain",2016,"Citizens -- Party of the Citizenry",13.05,32,350,6,6.7,3.5,"(2014,2019]","Liberal"
1005,"Spain",2016,"We Can",13.37,45,350,1.3,1.4,3,"(2014,2019]","Communist/Socialist"
1005,"Spain",2016,"Animalist Party Against Mistreatment to Animals",1.19,0,350,NA,NA,NA,"(2014,2019]","Special issue"
1005,"Spain",2016,"Basque Country Unite",0.77,2,350,NA,NA,NA,"(2014,2019]","Special issue"
1005,"Spain",2016,"In Tide",1.44,5,350,1.3,1.4,3,"(2014,2019]","Communist/Socialist"
1005,"Spain",2016,"Democratic Convergence of Catalonia",2.01,8,350,7.4,6.4,7,"(2014,2019]","Conservative"
1005,"Spain",2016,"In Common We Can",3.55,12,350,1.3,1.4,3,"(2014,2019]","Communist/Socialist"
1005,"Spain",2016,"Compromise | A la valenciana",2.74,9,350,1.3,1.4,3,"(2014,2019]","Communist/Socialist"
1006,"Australia",2016,"Liberal National Party of Queensland",8.52,21,150,6,6.7,3.5,"(2014,2019]","Liberal"
1006,"Australia",2016,"National (Country) Party | National Party of Australia",4.61,10,150,7.8222,6.2456,8.4561,"(2014,2019]","Conservative"
1006,"Australia",2016,"One Nation Party",1.29,0,150,8.1579,5.3008,7.9649,"(2014,2019]","Right-wing"
1006,"Australia",2016,"Family First Party",1.49,0,150,7.4,6.4,7,"(2014,2019]","Conservative"
1006,"Australia",2016,"Australian Greens",10.23,1,150,1.5439,1.2982,0.5614,"(2014,2019]","Green/Ecologist"
1006,"Australia",2016,"Australian Labor Party",34.73,69,150,3.8833,4.0351,3.2632,"(2014,2019]","Social democracy"
1006,"Australia",2016,"no party affiliation",2.81,2,150,NA,NA,NA,"(2014,2019]",NA
1006,"Australia",2016,"Liberal Party of Australia",28.67,45,150,7.3903,8.4211,6.9825,"(2014,2019]","Conservative"
1006,"Australia",2016,"Christian Democratic Party",1.31,0,150,6.2,5.7,7.2,"(2014,2019]","Christian democracy"
1006,"Australia",2016,"Katter's Australian Party",0.54,1,150,3.3,3.5,3.5,"(2014,2019]","Social democracy"
1006,"Australia",2016,"Nick Xenophon Team",1.85,1,150,6,6.7,3.5,"(2014,2019]","Liberal"
1007,"Croatia",2016,"Croatian Democratic Union",35.17,61,151,7.1053,5.7018,6.9298,"(2014,2019]","Christian democracy"
1007,"Croatia",2016,"Social Democratic Party of Croatia",32.18,54,151,3.2456,5.5263,2.3684,"(2014,2019]","Social democracy"
1007,"Croatia",2016,"Istrian Democratic Assembly",2.18,3,151,3.4211,6.2281,2.5439,"(2014,2019]","Liberal"
1007,"Croatia",2016,"Croatian Democratic Alliance of Slavonia and Baranja",1.19,1,151,8.8,5.9,8.5,"(2014,2019]","Right-wing"
1007,"Croatia",2016,"ethnic",1.92,8,151,NA,NA,NA,"(2014,2019]",NA
1007,"Croatia",2016,"one seat",0.26,1,151,NA,NA,NA,"(2014,2019]",NA
1007,"Croatia",2016,"Human Shield ",5.92,8,151,8.8,5.9,8.5,"(2014,2019]","Right-wing"
1007,"Croatia",2016,"Bridge of Independent Lists",9.43,13,151,7.4,6.4,7,"(2014,2019]","Conservative"
1007,"Croatia",2016,"Milan Bandic 365 -- The Party of Labour and Solidarity",3.84,2,151,3.3,3.5,3.5,"(2014,2019]","Social democracy"
1008,"Iceland",2016,"Left-Green Movement",15.45,10,63,1.1842,1.4474,1.6667,"(2014,2019]","Green/Ecologist"
1008,"Iceland",2016,"Social Democratic Alliance",5.58,3,63,4.0789,4.2982,1.0088,"(2014,2019]","Social democracy"
1008,"Iceland",2016,"Independence Party",28.17,21,63,7.4854,7.6316,4.0351,"(2014,2019]","Conservative"
1008,"Iceland",2016,"Progressive Party",11.16,8,63,5.0365,5.6579,3.8596,"(2014,2019]","Agrarian"
1008,"Iceland",2016,"Bright Future",6.96,4,63,6,6.7,3.5,"(2014,2019]","Liberal"
1008,"Iceland",2016,"Pirate Party",14.06,10,63,2.5,2.5,1.8,"(2014,2019]","Green/Ecologist"
1008,"Iceland",2016,"People's Party",3.44,0,63,1.3,1.4,3,"(2014,2019]","Communist/Socialist"
1008,"Iceland",2016,"Revival",10.18,7,63,7.4,6.4,7,"(2014,2019]","Conservative"
1009,"Lithuania",2016,"Lithuanian Green Party",2.03,1,141,2.5,2.5,1.8,"(2014,2019]","Green/Ecologist"
1009,"Lithuania",2016,"Election Action of Lithuania's Poles",5.72,8,141,3.865,3.9,7.325,"(2014,2019]","Special issue"
1009,"Lithuania",2016,"no party affiliation",NA,4,141,NA,NA,NA,"(2014,2019]",NA
1009,"Lithuania",2016,"Lithuanian Peasant Union",22.45,54,141,3.2687,3.7152,5.8514,"(2014,2019]","Agrarian"
1009,"Lithuania",2016,"Liberals Movement of the Republic of Lithuania",9.45,14,141,7.7562,8.2271,2.8532,"(2014,2019]","Liberal"
1009,"Lithuania",2016,"Labour Party",4.88,2,141,3.86,4.29,5.8,"(2014,2019]","Liberal"
1009,"Lithuania",2016,"one seat",1.8,1,141,NA,NA,NA,"(2014,2019]",NA
1009,"Lithuania",2016,"Homeland Union",22.63,31,141,7.4004,6.694,7.1939,"(2014,2019]","Conservative"
1009,"Lithuania",2016,"Lithuanian Social Democratic Party",15.04,17,141,3.1972,3.8262,5.2732,"(2014,2019]","Social democracy"
1009,"Lithuania",2016,"Order and Justice -- Liberal Democratic Party",5.55,8,141,5.2955,4.9093,7.2116,"(2014,2019]","Conservative"
1009,"Lithuania",2016,"Lithuanian Freedom Union (Liberals)",2.23,0,141,6,6.7,3.5,"(2014,2019]","Liberal"
1009,"Lithuania",2016,"Lithuanian Centre Party",6.32,1,141,8.8,5.9,8.5,"(2014,2019]","Right-wing"
1009,"Lithuania",2016,"no seat",1.05,0,141,NA,NA,NA,"(2014,2019]",NA
1010,"Malta",2017,"Democratic Alternative",0.83,0,67,3.7895,3.2632,4.6316,"(2014,2019]","Green/Ecologist"
1010,"Malta",2017,"Nationalist Party",43.68,30,67,5.7143,4.6617,6.9173,"(2014,2019]","Conservative"
1010,"Malta",2017,"Malta Labour Party",55.04,37,67,4.2105,5.1128,6.3158,"(2014,2019]","Social democracy"
1011,"Bulgaria",2017,"Democrats for a Strong Bulgaria",2.54,0,240,7.85,7.83,4.5,"(2014,2019]","Conservative"
1011,"Bulgaria",2017,"Coalition for Bulgaria | Democratic Left",27.93,80,240,2.8982,2.9629,5.741,"(2014,2019]","Social democracy"
1011,"Bulgaria",2017,"Movement for Rights and Freedoms",9.24,26,240,4.5828,4.413,6.229,"(2014,2019]","Liberal"
1011,"Bulgaria",2017,"Citizens for European Development of Bulgaria",33.54,95,240,7.4,6.4,7,"(2014,2019]","Conservative"
1011,"Bulgaria",2017,"National Front for the Salvation of Bulgaria",9.31,27,240,8.8,5.9,8.5,"(2014,2019]","Right-wing"
1011,"Bulgaria",2017,"Reformist Bloc",3.14,0,240,7.4,6.4,7,"(2014,2019]","Conservative"
1011,"Bulgaria",2017,"Alternative for Bulgarian Revival",1.59,0,240,3.3,3.5,3.5,"(2014,2019]","Social democracy"
1011,"Bulgaria",2017,"Will",4.26,12,240,6,6.7,3.5,"(2014,2019]","Liberal"
1011,"Bulgaria",2017,"Yes, Bulgaria!",2.96,0,240,6,6.7,3.5,"(2014,2019]","Liberal"
1011,"Bulgaria",2017,"Democrats for Responsibility, Solidarity and Tolerance",2.94,0,240,6,6.7,3.5,"(2014,2019]","Liberal"
1011,"Bulgaria",2017,"Revival",1.11,0,240,8.8,5.9,8.5,"(2014,2019]","Right-wing"
1012,"Netherlands",2017,"Christian Democratic Appeal",12.4,19,150,5.9376,5.8848,6.6882,"(2014,2019]","Christian democracy"
1012,"Netherlands",2017,"Democrats 66",12.2,19,150,4.5066,4.9917,1.7625,"(2014,2019]","Liberal"
1012,"Netherlands",2017,"Socialist Party",9.1,14,150,1.3682,1.0421,4.2099,"(2014,2019]","Communist/Socialist"
1012,"Netherlands",2017,"Labour Party",5.7,9,150,3.6118,3.868,3.2028,"(2014,2019]","Social democracy"
1012,"Netherlands",2017,"GreenLeft",9.1,14,150,2.0454,2.1108,1.644,"(2014,2019]","Green/Ecologist"
1012,"Netherlands",2017,"Party for the Animals",3.2,5,150,NA,NA,NA,"(2014,2019]","Special issue"
1012,"Netherlands",2017,"ChristianUnion",3.4,5,150,6.1732,4.6769,8.6005,"(2014,2019]","Christian democracy"
1012,"Netherlands",2017,"Political Reformed Party",2.1,3,150,8.7531,6.3487,9.7744,"(2014,2019]","Conservative"
1012,"Netherlands",2017,"People's Party for Freedom and Democracy",21.3,33,150,7.3482,7.8979,4.3887,"(2014,2019]","Liberal"
1012,"Netherlands",2017,"Party for Freedom",13.1,20,150,8.8,8.29,6.57,"(2014,2019]","Right-wing"
1012,"Netherlands",2017,"50PLUS",3.1,4,150,6,6.7,3.5,"(2014,2019]","Liberal"
1012,"Netherlands",2017,"no seat",0.4,0,150,NA,NA,NA,"(2014,2019]",NA
1012,"Netherlands",2017,"Think",2.1,3,150,6,6.7,3.5,"(2014,2019]","Liberal"
1012,"Netherlands",2017,"Forum for Democracy",1.8,2,150,7.4,6.4,7,"(2014,2019]","Conservative"
1013,"United Kingdom",2017,"Plaid Cymru",0.5,4,650,3.1183,2.6251,3.7107,"(2014,2019]","Special issue"
1013,"United Kingdom",2017,"Democratic Unionist Party",0.9,10,650,7.4,6.4,7,"(2014,2019]","Conservative"
1013,"United Kingdom",2017,"Green Party",1.63,1,650,2.57,2.3775,2.0139,"(2014,2019]","Green/Ecologist"
1013,"United Kingdom",2017,"Liberals",7.37,12,650,4.2875,4.1064,2.6109,"(2014,2019]","Liberal"
1013,"United Kingdom",2017,"Sinn Fein",0.7,7,650,1.3,1.4,3,"(2014,2019]","Communist/Socialist"
1013,"United Kingdom",2017,"Conservatives",42.45,318,650,7.4261,7.5725,7.1901,"(2014,2019]","Conservative"
1013,"United Kingdom",2017,"United Kingdom Independence Party",1.8,0,650,7.8429,8.0938,7.8507,"(2014,2019]","Right-wing"
1013,"United Kingdom",2017,"Scottish National Party",3,35,650,3.5871,3.0627,3.9623,"(2014,2019]","Social democracy"
1013,"United Kingdom",2017,"Labour",39.99,262,650,4.3562,4.5741,4.2779,"(2014,2019]","Social democracy"
1013,"United Kingdom",2017,"one seat",0.58,1,650,NA,NA,NA,"(2014,2019]",NA
1014,"France",2017,"other left",1.6,12,577,3.3,3.5,3.5,"(2014,2019]","Social democracy"
1014,"France",2017,"National Front",13.2,8,577,9.6854,7.4011,9.2889,"(2014,2019]","Right-wing"
1014,"France",2017,"other right",2.76,6,577,7.6583,9,9,"(2014,2019]","Conservative"
1014,"France",2017,"Union for French Democracy | Democratic Movement",4.12,42,577,6.1017,6.2021,5.4999,"(2014,2019]","Conservative"
1014,"France",2017,"Union for a Popular Movement | The Republicans",15.77,112,577,7.4997,6.5934,7.1854,"(2014,2019]","Conservative"
1014,"France",2017,"French Communist Party",2.72,10,577,1.3741,1.056,4.5083,"(2014,2019]","Communist/Socialist"
1014,"France",2017,"Greens",4.3,1,577,3.155,2.8774,1.4772,"(2014,2019]","Green/Ecologist"
1014,"France",2017,"no party affiliation",NA,5,577,NA,NA,NA,"(2014,2019]",NA
1014,"France",2017,"others",NA,3,577,NA,NA,NA,"(2014,2019]",NA
1014,"France",2017,"Radical Party of the Left",0.47,3,577,4.0813,4.1676,4.2381,"(2014,2019]","Social democracy"
1014,"France",2017,"Socialist Party",7.44,30,577,3.2493,3.248,2.9367,"(2014,2019]","Social democracy"
1014,"France",2017,"other far-right",0.3,1,577,8.8,5.9,8.5,"(2014,2019]","Right-wing"
1014,"France",2017,"other far-left",0.77,NA,577,1.3,1.4,3,"(2014,2019]","Communist/Socialist"
1014,"France",2017,"Union of Democrats and Independents",3.03,18,577,7.4,6.4,7,"(2014,2019]","Conservative"
1014,"France",2017,"Republic Arise | France Arise",1.17,1,577,7.4,6.4,7,"(2014,2019]","Conservative"
1014,"France",2017,"The Republic Onwards!",28.21,308,577,6,6.7,3.5,"(2014,2019]","Liberal"
1014,"France",2017,"Unbowed France",11.03,17,577,1.3,1.4,3,"(2014,2019]","Communist/Socialist"
1015,"Romania",2016,"Romanian ethnic minorities parties",NA,17,329,NA,NA,NA,"(2014,2019]",NA
1015,"Romania",2016,"Greater Romania Party",1.04,0,329,6.6618,2.1497,9.5131,"(2014,2019]","Right-wing"
1015,"Romania",2016,"Democratic Union of Hungarians in Romania",6.19,21,329,6.016,5.9825,3.8813,"(2014,2019]","Conservative"
1015,"Romania",2016,"National Liberal Party",20.04,69,329,6.0543,7.245,3.5474,"(2014,2019]","Liberal"
1015,"Romania",2016,"Social Democratic Party",45.48,154,329,3.2325,2.4518,6.2794,"(2014,2019]","Social democracy"
1015,"Romania",2016,"People's Movement Party",5.35,18,329,6.2,5.7,7.2,"(2014,2019]","Christian democracy"
1015,"Romania",2016,"Save Romania Union",8.87,30,329,6,6.7,3.5,"(2014,2019]","Liberal"
1015,"Romania",2016,"Alliance of Liberals and Democrats",5.62,20,329,6,6.7,3.5,"(2014,2019]","Liberal"
1015,"Romania",2016,"United Romania Party",2.79,0,329,8.8,5.9,8.5,"(2014,2019]","Right-wing"
1016,"Germany",2017,"Free Voters",1,0,709,7.4,6.4,7,"(2014,2019]","Conservative"
1016,"Germany",2017,"Free Democratic Party",10.7,80,709,5.9233,8.2173,3.0695,"(2014,2019]","Liberal"
1016,"Germany",2017,"Social Democratic Party of Germany",20.5,153,709,3.6451,3.8443,3.9791,"(2014,2019]","Social democracy"
1016,"Germany",2017,"Alliance 90 / Greens",8.9,67,709,2.9308,4.3268,1.3251,"(2014,2019]","Green/Ecologist"
1016,"Germany",2017,"The Left / PDS",9.2,69,709,1.2152,1.0617,3.205,"(2014,2019]","Communist/Socialist"
1016,"Germany",2017,"Christian Democratic Union",26.8,200,709,6.2503,6.3498,6.9333,"(2014,2019]","Christian democracy"
1016,"Germany",2017,"Christian Social Union",6.2,46,709,7.2871,6.5615,7.8675,"(2014,2019]","Christian democracy"
1016,"Germany",2017,"Alternative for Germany",12.6,94,709,8.8,5.9,8.5,"(2014,2019]","Right-wing"
1016,"Germany",2017,"THE PARTY",1,0,709,NA,NA,NA,"(2014,2019]","Special issue"
1017,"Norway",2017,"Socialist Left Party",6,11,169,1.5839,1.3534,1.5038,"(2014,2019]","Communist/Socialist"
1017,"Norway",2017,"Norwegian Labour Party",27.4,49,169,3.3706,2.9574,2.7105,"(2014,2019]","Social democracy"
